filepath,class,domain,label,score
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/70f07cb5-244a-4140-99fb-0cc87e8914d5___RS_GLSp 4429.JPG,cercospora,plantvillage,1,0.0015174443
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/710d6f32-5df1-48df-a738-9a03ab158fa4___RS_GLSp 4584.JPG,cercospora,plantvillage,1,0.0026101917
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/7118cb62-d96a-4ae0-8c85-634aa6bc6f62___RS_GLSp 4354.JPG,cercospora,plantvillage,1,0.001838994
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/714f6741-cb60-432b-91f9-ebd5a8a7ded4___RS_GLSp 7325.JPG,cercospora,plantvillage,1,0.0035193097
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/716dd056-ffe4-4e09-a26f-6c90991b1aff___RS_GLSp 4288 copy.jpg,cercospora,plantvillage,1,0.002601108
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/719de1a2-172b-44fd-855c-6fa8df27e5bf___RS_GLSp 4652 copy.jpg,cercospora,plantvillage,1,0.002556387
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/71deb36b-bebd-4f7e-8ed3-362b1bbf86b2___RS_GLSp 4446.JPG,cercospora,plantvillage,1,0.0015213456
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/7394c8a3-7c6e-486b-a2b3-bb54d7dfba25___RS_GLSp 4334.JPG,cercospora,plantvillage,1,0.0026559911
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/7415a13d-68cb-4e1f-bf40-c869c54fe702___RS_GLSp 4511.JPG,cercospora,plantvillage,1,0.003670967
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/74967cb3-e984-43f3-9bd3-74ba302b1db7___RS_GLSp 4555.JPG,cercospora,plantvillage,1,0.0024578315
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/7532276c-6dcc-4c1b-9597-14a40d0414dd___RS_GLSp 4606.JPG,cercospora,plantvillage,1,0.0033268395
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/7565238f-ba56-4a1b-93b6-a978fbc19e6a___RS_GLSp 4309.JPG,cercospora,plantvillage,1,0.003086452
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/7599513c-e2f3-4301-a010-6f32b429d047___RS_GLSp 4286.JPG,cercospora,plantvillage,1,0.0024263998
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/75c57507-6463-4886-8195-b1319c434ef7___RS_GLSp 4390.JPG,cercospora,plantvillage,1,0.0032794029
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/75d924d6-a630-4e26-9e74-5b1e6dfc5e22___RS_GLSp 4475.JPG,cercospora,plantvillage,1,0.0031206624
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/76b67a93-0c4e-4c52-8952-632052db476b___RS_GLSp 9289.JPG,cercospora,plantvillage,1,0.0031738332
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/76df2cc6-af5f-4f86-9dd7-d637936f9572___RS_GLSp 4609.JPG,cercospora,plantvillage,1,0.0018768394
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/77ae7d6f-8373-481e-b216-6fec69f06145___RS_GLSp 4622.JPG,cercospora,plantvillage,1,0.0025223389
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/782d68b3-4619-4a4b-865f-7071d2552500___RS_GLSp 4593.JPG,cercospora,plantvillage,1,0.0022167976
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/792d473d-472a-43df-b0e1-dba9ab94edd5___RS_GLSp 4330.JPG,cercospora,plantvillage,1,0.0032079972
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/7944b10d-96b5-4219-882d-22b1e2380544___RS_GLSp 7309.JPG,cercospora,plantvillage,1,0.0035177774
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/79aa374c-1687-42d4-bf48-84e8b1beb762___RS_GLSp 4408.JPG,cercospora,plantvillage,1,0.0027020108
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/7a4c407a-5c68-4738-b084-f859cc0b980c___RS_GLSp 4586.JPG,cercospora,plantvillage,1,0.0029574404
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/7a93142b-986d-46d4-ad77-646d64f418dc___RS_GLSp 9341.JPG,cercospora,plantvillage,1,0.00195507
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/7aaf97df-dc18-4858-887d-e27dfe6c020e___RS_GLSp 7330.JPG,cercospora,plantvillage,1,0.0023430407
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/7b0308b0-8997-4318-b3e0-26c658f8dadf___RS_GLSp 7300.JPG,cercospora,plantvillage,1,0.0055909376
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/7c479d6b-0f9a-4646-8337-445b76d2959e___RS_GLSp 9349.JPG,cercospora,plantvillage,1,0.0038951198
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/7cc0887b-1bbc-49f4-8779-f7ff62aab90e___RS_GLSp 9354.JPG,cercospora,plantvillage,1,0.0027472745
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/7eeafe66-9b88-473c-a2d6-a72edb99c3fa___RS_GLSp 9364.JPG,cercospora,plantvillage,1,0.0018633393
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/7f69942f-70ce-456b-b8cb-1ce937ea6389___RS_GLSp 4418.JPG,cercospora,plantvillage,1,0.0038636336
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/7ff116fc-5095-4377-bcf1-b173f05c9e7b___RS_GLSp 7323.JPG,cercospora,plantvillage,1,0.0026257723
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/801db508-6c7c-45b4-9687-13c73e1e074f___RS_GLSp 7279.JPG,cercospora,plantvillage,1,0.004834891
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/806c6ae2-671e-425d-9625-604adcf5b46a___RS_GLSp 4289.JPG,cercospora,plantvillage,1,0.0019167752
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/80a35c48-04ed-457d-a7e0-ac5179c7b53a___RS_GLSp 7292.JPG,cercospora,plantvillage,1,0.002838413
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/81a4c5ce-8c96-43e6-8391-415465688419___RS_GLSp 9274.JPG,cercospora,plantvillage,1,0.0053201877
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/81babd8e-2bdb-4cea-baa9-9ae6d871aa88___RS_GLSp 9301.JPG,cercospora,plantvillage,1,0.0024477392
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/81c07a92-6542-413a-9395-eb6904635197___RS_GLSp 9290.JPG,cercospora,plantvillage,1,0.0031081499
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/8372ebc2-c180-4161-b7b3-0b05a5700d0d___RS_GLSp 9325.JPG,cercospora,plantvillage,1,0.003421334
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/837474e2-d11d-44b7-b39b-0a21442b1e04___RS_GLSp 4455.JPG,cercospora,plantvillage,1,0.003187194
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/850945f0-128d-4e93-a2f9-d5e79bd0068c___RS_GLSp 4308.JPG,cercospora,plantvillage,1,0.0027954574
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/8596a96c-faff-424a-9f05-c21f486d63c5___RS_GLSp 4372.JPG,cercospora,plantvillage,1,0.002288755
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/8665d5b5-d53d-4501-a6bb-011e6ee1ed61___RS_GLSp 4651 copy 2.jpg,cercospora,plantvillage,1,0.0024944092
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/8689aa30-316a-4c89-b3d5-9f0467899cea___RS_GLSp 4498.JPG,cercospora,plantvillage,1,0.0031462573
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/86d512cb-65b5-401d-8b98-43cd03dbe815___RS_GLSp 9332.JPG,cercospora,plantvillage,1,0.0015304725
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/8776bae7-ccdc-46b8-95d6-7bb0610db123___RS_GLSp 4392.JPG,cercospora,plantvillage,1,0.0028223745
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/8788717a-1128-4cc4-a76e-71337500c5df___RS_GLSp 4623 copy.jpg,cercospora,plantvillage,1,0.003864396
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/87b2cf78-1514-454d-b9c9-8b1296002b6a___RS_GLSp 4386.JPG,cercospora,plantvillage,1,0.0021169907
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/87e9e4cd-55fd-4437-9f93-84cd25e744c2___RS_GLSp 4504.JPG,cercospora,plantvillage,1,0.0018758716
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/88423d75-8546-414c-a037-3292a5194695___RS_GLSp 9298.JPG,cercospora,plantvillage,1,0.004194164
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/8858dd29-eac0-443a-8213-425bbe223f7e___RS_GLSp 7334.JPG,cercospora,plantvillage,1,0.0027985729
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/8895b194-2dc6-4ed5-8155-1e483d4f93f3___RS_GLSp 4644.JPG,cercospora,plantvillage,1,0.0027321863
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/88bd95d6-469d-4588-94c9-d11c330951bd___RS_GLSp 4468.JPG,cercospora,plantvillage,1,0.004044031
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/89a78c7f-dac6-426f-a0ad-397ce80e7a29___RS_GLSp 4289 copy 2.jpg,cercospora,plantvillage,1,0.0019817632
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/89d03cba-77b6-4197-9993-434138cf6eba___RS_GLSp 7303.JPG,cercospora,plantvillage,1,0.0028760047
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/89db4731-dd79-48cc-a1d8-0ef44165e613___RS_GLSp 4564.JPG,cercospora,plantvillage,1,0.0027909307
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/89edb9c3-2ae7-4a95-937f-74778fc98df0___RS_GLSp 7287.JPG,cercospora,plantvillage,1,0.003630856
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/8a3603cd-1ffa-42b5-a6d8-f9c957639a45___RS_GLSp 4677.JPG,cercospora,plantvillage,1,0.0018590022
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/8bc4bad8-0337-4b33-858d-4d97aa0b6e4b___RS_GLSp 9366.JPG,cercospora,plantvillage,1,0.0021387446
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/8d386446-45f5-4a92-b54b-59cbe0e08a3e___RS_GLSp 9329.JPG,cercospora,plantvillage,1,0.00319173
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/8d7cc082-a5e3-4a8c-a5e2-c81828814f2f___RS_GLSp 4575.JPG,cercospora,plantvillage,1,0.0017563449
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/8da48548-461c-4574-9435-74310d8207a3___RS_GLSp 4387.JPG,cercospora,plantvillage,1,0.0024659107
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/8ead1e08-eb49-4c03-b99f-f46f3597087d___RS_GLSp 4474 copy.jpg,cercospora,plantvillage,1,0.0036186185
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/9043a294-8d22-405f-add1-7e5bf1606e7a___RS_GLSp 4431 copy 2.jpg,cercospora,plantvillage,1,0.0030974222
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/9103b8e5-919c-4d08-a282-25176874769c___RS_GLSp 4653.JPG,cercospora,plantvillage,1,0.0019085088
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/910679a5-f18d-40ac-a00e-9e2c27a45610___RS_GLSp 9327.JPG,cercospora,plantvillage,1,0.0028986367
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/919e2c3d-488e-440e-9841-60348cdb4adf___RS_GLSp 9322.JPG,cercospora,plantvillage,1,0.0022134837
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/9210aee1-c3fc-4a6c-b98b-5b2634482985___RS_GLSp 4682.JPG,cercospora,plantvillage,1,0.0019672092
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/922d9b80-97b2-4251-a073-0d41bddb0654___RS_GLSp 9359.JPG,cercospora,plantvillage,1,0.0029340084
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/93b53cb0-57cd-480f-9314-8cc0ed579782___RS_GLSp 4427.JPG,cercospora,plantvillage,1,0.0025577426
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/94dbcd4e-5fc8-47d6-a944-dc0cc7c6ead5___RS_GLSp 4638 copy.jpg,cercospora,plantvillage,1,0.0028214566
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/950e2b3f-a007-48c5-bb85-8c68336a7e76___RS_GLSp 4453.JPG,cercospora,plantvillage,1,0.0035520706
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/95cb3d00-afba-4a91-b397-8e9287ecd12e___RS_GLSp 4584 copy.jpg,cercospora,plantvillage,1,0.0025462573
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/966ea8fb-bc23-4161-810b-8c2251c6a1cc___RS_GLSp 4474.JPG,cercospora,plantvillage,1,0.0038710542
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/97173da1-f3d9-4b42-8e86-3f2a066c1704___RS_GLSp 4449.JPG,cercospora,plantvillage,1,0.0027581349
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/97231a3c-2a80-4fa6-b619-b6493ab335a4___RS_GLSp 4377.JPG,cercospora,plantvillage,1,0.0018500919
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/978f82a3-d8c1-4ad8-a212-cc8b7b3306b8___RS_GLSp 7343 copy.jpg,cercospora,plantvillage,1,0.0018335041
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/97b35ced-b7ca-4f6d-8c22-5390c3d192c8___RS_GLSp 7307.JPG,cercospora,plantvillage,1,0.002206734
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/97bc3c85-3c34-47c1-9bb8-5eccc54d0427___RS_GLSp 9267.JPG,cercospora,plantvillage,1,0.0040155593
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/980b6d5a-da0a-4904-82f4-19987a7f635c___RS_GLSp 4559.JPG,cercospora,plantvillage,1,0.0029887666
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/987a84cc-b18d-4d03-916b-41925e23767f___RS_GLSp 7297.JPG,cercospora,plantvillage,1,0.004056678
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/987f8819-fe72-413a-bf64-9a4d07acf353___RS_GLSp 9351 copy.jpg,cercospora,plantvillage,1,0.0034017619
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/98d0dbe1-2532-419e-9cc4-1ef0da68fb0e___RS_GLSp 4452.JPG,cercospora,plantvillage,1,0.0033514649
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/99238e07-5714-429e-9e3b-cdaebef9ab85___RS_GLSp 3810 copy.jpg,cercospora,plantvillage,1,0.0012611069
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/9a59a663-089f-4722-8bb5-937f18978888___RS_GLSp 7301.JPG,cercospora,plantvillage,1,0.0046948204
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/9ac3c670-7ccf-46a8-870c-c075a26374b0___RS_GLSp 9344.JPG,cercospora,plantvillage,1,0.0027136102
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/9c78e47a-8ed7-4b8f-8230-499e2d135a0a___RS_GLSp 4335.JPG,cercospora,plantvillage,1,0.003318782
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/9d24f300-aaa7-413a-8abb-bf5b2b662fdc___RS_GLSp 4374 copy.jpg,cercospora,plantvillage,1,0.0015624431
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/9d3711f5-7b4a-4d56-8455-f092daf27a01___RS_GLSp 4306.JPG,cercospora,plantvillage,1,0.0028113774
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/9e4b4ce4-514f-4add-81be-7ebafdacdb46___RS_GLSp 4490.JPG,cercospora,plantvillage,1,0.0033641267
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/9e6ca942-064a-49ec-b7f9-8a1e25b5c0fe___RS_GLSp 4435.JPG,cercospora,plantvillage,1,0.0027255616
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/9f07734a-54f8-4083-b99f-76f3cf329916___RS_GLSp 4625.JPG,cercospora,plantvillage,1,0.0033172935
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/9ff013dc-f099-4a5c-a187-65f5864132a6___RS_GLSp 4397.JPG,cercospora,plantvillage,1,0.0031554839
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/9ffb3724-b220-4e79-9883-f1d3a5141152___RS_GLSp 4688 copy.jpg,cercospora,plantvillage,1,0.0016022729
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/a0061e48-b26c-4610-933a-b4f4ce341707___RS_GLSp 7333.JPG,cercospora,plantvillage,1,0.0024864008
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/a01652a2-273e-4b0c-bc0a-c25f0245cfa9___RS_GLSp 4384.JPG,cercospora,plantvillage,1,0.002714497
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/a0c8342a-b9ca-4604-a2b0-7000bf7cdad2___RS_GLSp 4343.JPG,cercospora,plantvillage,1,0.0019230763
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/a142d0e0-bdc3-44ad-9866-545ec2b006c3___RS_GLSp 9361.JPG,cercospora,plantvillage,1,0.0043978104
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/a17a47b5-a52e-4708-ac79-f435652966d6___RS_GLSp 4478.JPG,cercospora,plantvillage,1,0.0024964553
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/a23ba9aa-4f37-4d07-b4ef-396fcaf6514d___RS_GLSp 4553.JPG,cercospora,plantvillage,1,0.004520489
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/a23f96ad-07de-46fe-b45d-bd5690db290c___RS_GLSp 4337.JPG,cercospora,plantvillage,1,0.0021838965
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/a27ab77f-274b-4785-95f7-4844aa141c32___RS_GLSp 9353.JPG,cercospora,plantvillage,1,0.003228927
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/a312677c-a2d5-4aa0-bb76-0f1af43fb747___RS_GLSp 4395.JPG,cercospora,plantvillage,1,0.0025217605
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/a401fce7-28ad-4d2f-bf98-3ef87ae65ba5___RS_GLSp 4614.JPG,cercospora,plantvillage,1,0.0014914377
