filepath,class,label,score
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/15d188d6-bade-4281-931a-82264fdae6a4___RS_GLSp 4450.JPG,cercospora,1,47.80566
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/165f35a9-5e03-4ec8-9167-bd346c863e41___RS_GLSp 4289 copy 3.jpg,cercospora,1,68.16284
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/171b34fb-183f-4b57-be91-7e02fcebb7df___RS_GLSp 4326.JPG,cercospora,1,49.988995
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/1836cc95-03e5-4430-8cc1-cca482b94a0d___RS_GLSp 4289 copy.jpg,cercospora,1,44.481915
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/186c5f5d-a8d7-40bf-abe7-cebefa66808c___RS_GLSp 4355 copy 2.jpg,cercospora,1,47.415894
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/18aae193-d119-417b-837a-84f33835e788___RS_GLSp 4497.JPG,cercospora,1,31.205778
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/1afa65e8-15a9-46d4-b612-e7a7b23b10b5___RS_GLSp 7326.JPG,cercospora,1,52.604443
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/1b1991ac-4e5c-4528-ac3d-096d63fb05aa___RS_GLSp 4491.JPG,cercospora,1,38.98951
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/1b3e0f15-bbfb-4629-840f-310c7bf2a17c___RS_GLSp 9335.JPG,cercospora,1,57.09118
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/1b4a7e7d-792a-4e22-aefd-617c7ce9fae8___RS_GLSp 4624.JPG,cercospora,1,64.100266
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/1b6664a7-03f9-4ced-8dcd-b85a18554aa5___RS_GLSp 7324.JPG,cercospora,1,37.341434
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/1effc5b5-4f56-4374-92c8-4acb0b506527___RS_GLSp 7314.JPG,cercospora,1,50.13457
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/1f23992c-3a9f-4ebb-a89f-6272ee23c7c4___RS_GLSp 4500 copy.jpg,cercospora,1,62.364273
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/1f494486-8d19-45a2-8e34-0562e16b1307___RS_GLSp 4456.JPG,cercospora,1,50.685272
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/2045dd77-e896-4c78-b40b-5b93631e4e5c___RS_GLSp 9300.JPG,cercospora,1,48.320053
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/206517f4-4d5f-4d16-abab-7e634fc78d0d___RS_GLSp 4412.JPG,cercospora,1,78.084015
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/2162861c-60d9-4831-b922-362d70a47b92___RS_GLSp 4554.JPG,cercospora,1,57.444088
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/2174d811-b088-4b31-8088-1738630b94d4___RS_GLSp 4467.JPG,cercospora,1,39.706547
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/22177231-7c14-423d-a83c-78a63c2dfd9a___RS_GLSp 9286.JPG,cercospora,1,52.401295
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/22a04678-7f86-4854-b8d6-4c2a54dca6bc___RS_GLSp 4322.JPG,cercospora,1,42.167473
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/22b0a72e-66bf-47ae-86ef-da6e85e31056___RS_GLSp 4405.JPG,cercospora,1,47.0497
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/22e876a7-46e4-4b87-b2ac-0668117fb455___RS_GLSp 4469.JPG,cercospora,1,54.09626
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/23bdfbf1-c4f2-4a84-9b9a-9e6cc836c974___RS_GLSp 9294.JPG,cercospora,1,45.17435
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/23ee1be9-789c-4499-be4b-f99c241ada2d___RS_GLSp 4633.JPG,cercospora,1,51.315212
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/24098661-633d-46fb-9542-a12a41dd3223___RS_GLSp 4472.JPG,cercospora,1,61.751186
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/241fe005-f805-4e76-bf80-e7a84aa0b9a8___RS_GLSp 9336.JPG,cercospora,1,46.894775
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/24776f62-abd9-4187-897d-f61b41a9a9ad___RS_GLSp 3810.JPG,cercospora,1,62.8538
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/24f6e3ed-d58d-45eb-b9a7-a7e347e237fb___RS_GLSp 4465.JPG,cercospora,1,46.846832
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/2575e82e-964f-418a-bd69-c291dd9c955b___RS_GLSp 9282.JPG,cercospora,1,45.563507
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/261e0893-078f-41ae-9445-4942f8828f53___RS_GLSp 7320.JPG,cercospora,1,38.77458
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/275ea053-96ab-45d9-9878-3c855ea1a308___RS_GLSp 4496.JPG,cercospora,1,34.88831
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/276eaa0e-3c86-4190-8701-fdb5f9148bb1___RS_GLSp 7283.JPG,cercospora,1,68.48214
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/2788c3da-4e36-408e-b2e5-a08442f7f432___RS_GLSp 4500.JPG,cercospora,1,72.01045
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/27d44f36-eb1b-42df-b32f-ba8373b08e46___RS_GLSp 4416.JPG,cercospora,1,45.257774
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/27db0747-841a-454c-aff6-cb506689cca9___RS_GLSp 9347.JPG,cercospora,1,59.64366
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/27ea3780-cdea-449f-b427-04ad3d0a7eae___RS_GLSp 9271.JPG,cercospora,1,81.97655
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/28132313-02f5-4116-b7e6-5b0d33b1868f___RS_GLSp 7334 copy.jpg,cercospora,1,23.652292
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/283e2340-1c6a-4d67-b40b-64620f95912b___RS_GLSp 4470.JPG,cercospora,1,43.287563
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/28463ffb-8023-41c0-9084-6b5ade2d6ca3___RS_GLSp 4310.JPG,cercospora,1,31.811535
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/287f4726-e68a-43bf-9ec8-49d1e4a34aff___RS_GLSp 4487.JPG,cercospora,1,45.369217
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/295e2145-800f-4c3c-9728-e45b1cd8e113___RS_GLSp 4316.JPG,cercospora,1,33.06561
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/29d60537-2717-45e1-b608-c19270302f67___RS_GLSp 4558.JPG,cercospora,1,40.335094
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/29f064ba-c8cd-47f7-add1-24fe1263f2db___RS_GLSp 9319.JPG,cercospora,1,40.757065
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/2a2ad0a4-9f19-4366-88d3-c1c87ffc9f90___RS_GLSp 4385.JPG,cercospora,1,43.85277
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/2aca721c-1600-4f8c-8e79-df33973c671c___RS_GLSp 9348.JPG,cercospora,1,38.2124
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/2b6bb6a5-3f70-48da-a968-13d840815bbb___RS_GLSp 9277.JPG,cercospora,1,26.680752
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/2bfff79a-08ce-4f07-a059-465326ef2ea2___RS_GLSp 4436.JPG,cercospora,1,88.80093
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/2c890074-1b01-46cb-9e56-8601d13ec218___RS_GLSp 4469 copy.jpg,cercospora,1,47.97348
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/2ca70127-9310-4312-8769-d9d6b43526a1___RS_GLSp 4369.JPG,cercospora,1,47.235268
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/2ccec9ab-60e1-4b79-bfdc-b33d387db907___RS_GLSp 4576.JPG,cercospora,1,52.854355
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/2e123765-bd5f-461e-a658-7b4c5c4f5564___RS_GLSp 4594.JPG,cercospora,1,46.971027
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/2e3967fd-d97c-4985-ab63-4ee8bdb6a0bb___RS_GLSp 4680 copy.jpg,cercospora,1,56.690845
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/2e3c83d4-fbbc-4250-a3e6-96bff8d8164a___RS_GLSp 4634.JPG,cercospora,1,47.886063
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/2ff35cfb-2145-4844-9755-e977af5f661d___RS_GLSp 4434.JPG,cercospora,1,46.591248
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/302d1d00-fe10-4ec1-878c-5ac721c6ec44___RS_GLSp 9356.JPG,cercospora,1,36.665863
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/30554ff6-3eef-4d17-8304-de6a8a478f2b___RS_GLSp 4683.JPG,cercospora,1,64.76823
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/320c4ca9-7c67-4dcf-b588-55ff6949cded___RS_GLSp 4433.JPG,cercospora,1,57.57794
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/32e31361-bb57-4974-bc43-4b8e74d61653___RS_GLSp 4433 copy.jpg,cercospora,1,71.8546
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/336c4d7c-6905-4f19-b81a-eb7af7d3fd22___RS_GLSp 4413.JPG,cercospora,1,62.549942
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/338c8024-b930-49fa-bf1f-21d7874fb7fb___RS_GLSp 4319.JPG,cercospora,1,58.180958
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/346e5b39-b83e-4b5f-a02b-bc01fc230842___RS_GLSp 4311.JPG,cercospora,1,53.375282
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/348aafc3-4309-4507-b6b3-cb037711ca48___RS_GLSp 4399.JPG,cercospora,1,49.885654
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/34ed1bf6-87eb-49dd-bc0b-fd9d0bd3dd0c___RS_GLSp 4378 copy.jpg,cercospora,1,67.203285
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/357866f9-d9f0-49a4-862e-6bfb2cb830c8___RS_GLSp 4291.JPG,cercospora,1,83.40189
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/36001a30-9fc6-4955-9a14-49944cc8078a___RS_GLSp 4393.JPG,cercospora,1,65.56296
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/36584bae-f3bb-40c0-b866-ed5ba0c2f7ae___RS_GLSp 4577.JPG,cercospora,1,41.409397
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/38b8a1b8-b995-42ff-a888-b8d60384ee76___RS_GLSp 9311.JPG,cercospora,1,28.762281
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/3980904f-273e-4191-911b-0ebfc12cf02c___RS_GLSp 4448 copy.jpg,cercospora,1,54.884933
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/398cdfcf-3bc5-486c-ab4e-8bce2f2bbc23___RS_GLSp 9333.JPG,cercospora,1,55.38624
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/3a1f523c-0012-43c3-9475-fc458e3511d4___RS_GLSp 4579.JPG,cercospora,1,59.649452
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/3aeb9908-679b-4d53-8925-5b436d0961d8___RS_GLSp 9317.JPG,cercospora,1,56.557495
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/3af22715-5f08-4b3b-8c88-6264a73accba___RS_GLSp 7293.JPG,cercospora,1,140.9391
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/3b264c40-1333-4dbe-bf91-0cc2bb183167___RS_GLSp 9365.JPG,cercospora,1,75.64188
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/3b9cce3e-5b77-444d-957d-71e3a105d66e___RS_GLSp 7289.JPG,cercospora,1,44.810413
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/3bc17d8a-7efc-469a-a0af-aa8a68e62e89___RS_GLSp 9323.JPG,cercospora,1,23.86988
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/3bc19f2c-2ab4-4a1c-bd0f-e0a322058b8b___RS_GLSp 4423.JPG,cercospora,1,68.0611
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/3c53ba48-cb78-4803-b01c-7d10ea13284c___RS_GLSp 4611.JPG,cercospora,1,44.33803
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/3c70ede6-fd2c-4e9c-8c2c-2d6a369564d4___RS_GLSp 4345.JPG,cercospora,1,31.984913
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/3caaee0c-993e-4b59-8e88-ab7ee052ed48___RS_GLSp 4643.JPG,cercospora,1,44.634144
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/3d30d46e-da0d-402f-97e8-e1d79cdd7a56___RS_GLSp 4638.JPG,cercospora,1,68.29793
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/3dc975e5-3570-4dbd-b163-a6f2947fc35f___RS_GLSp 4376.JPG,cercospora,1,44.034737
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/3e21011f-edbd-4a4a-ae6d-16e08552169a___RS_GLSp 7310.JPG,cercospora,1,53.87172
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/3e52b140-6513-4a97-8ee8-9935a7d4b8b8___RS_GLSp 9279.JPG,cercospora,1,53.375343
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/3e5705e7-401a-4327-9d07-3b5a54ce5b38___RS_GLSp 4459.JPG,cercospora,1,40.941364
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/3fefc48b-6431-4c5c-acc7-19217866da5b___RS_GLSp 9292.JPG,cercospora,1,58.85047
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/40dceef3-f53b-4132-87c0-69bf1046f8c4___RS_GLSp 9362.JPG,cercospora,1,62.074696
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/40de2256-a1de-4781-830b-d9a06544fe06___RS_GLSp 4398.JPG,cercospora,1,48.101353
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/41759050-8a14-4394-9558-c74ec19a5e50___RS_GLSp 4685.JPG,cercospora,1,88.199974
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/42423e5e-790d-4839-a683-abb2d9dce89a___RS_GLSp 7296.JPG,cercospora,1,38.10447
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/43a7a5a1-655e-4534-aa3d-ce53628c34b1___RS_GLSp 7302.JPG,cercospora,1,59.238472
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/44209d86-9fed-42cd-b5dc-5580166b10ab___RS_GLSp 4684.JPG,cercospora,1,44.36453
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/4427063f-9e4a-4aaf-959a-c9afc210f7fa___RS_GLSp 4307.JPG,cercospora,1,59.029438
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/457d0a21-a0a5-4fb4-9502-8071991f47b2___RS_GLSp 7285.JPG,cercospora,1,45.809166
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/468d93ab-7a44-4ae7-a489-a03d39651009___RS_GLSp 4466.JPG,cercospora,1,69.69706
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/48beb71e-555f-4510-9951-a57f7edce204___RS_GLSp 9334.JPG,cercospora,1,53.289505
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/4baea4d9-8343-4550-838f-86dfb7672591___RS_GLSp 4639 copy.jpg,cercospora,1,88.79211
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/4be4a686-ab64-43d7-9d7c-0939e389aac9___RS_GLSp 9338.JPG,cercospora,1,46.40921
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/4c7894c0-29a5-4643-85ff-95ddb85dbd81___RS_GLSp 4605.JPG,cercospora,1,47.329357
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/4cd3f6c7-18ed-45eb-ba31-013241482123___RS_GLSp 4292.JPG,cercospora,1,77.55775
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/4d603da2-b570-4d8a-ba97-28f99c42dd89___RS_GLSp 7343.JPG,cercospora,1,28.814018
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/4f01283d-c07f-4c1f-9a94-186536d98196___RS_GLSp 4486.JPG,cercospora,1,44.019886
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/4f3406d0-c000-40ea-91e2-0e41d69f668b___RS_GLSp 4458.JPG,cercospora,1,35.294636
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/4f50bad3-aee2-4d6d-a144-5c56f4c1fdd9___RS_GLSp 9297.JPG,cercospora,1,64.17435
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/509b6810-db94-46ea-be98-0208c5874a1c___RS_GLSp 4494.JPG,cercospora,1,50.57579
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/50a8d45e-07fa-495d-8779-e07715b1c644___RS_GLSp 9358.JPG,cercospora,1,95.91976
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/51bec38f-7a7a-43dc-9ab8-aa9dd7d9830c___RS_GLSp 4439.JPG,cercospora,1,52.024544
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/527b87bb-91fb-4b6b-bb7f-6ff64b09ef80___RS_GLSp 7305.JPG,cercospora,1,33.244797
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/52acf240-2625-4b4c-8484-6c93e998b115___RS_GLSp 7337.JPG,cercospora,1,28.723495
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/53ef1232-f812-41e7-bb8c-190241c11fc3___RS_GLSp 4617.JPG,cercospora,1,52.197
