filepath,class,domain,label,cae_score,patchcore_score,padim_score,dinov2_score
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/24da71bd-3323-41f8-a6e2-7d1a4a438608___RS_NLB 3537.JPG,northern_blight,plantvillage,1,0.0020671512,2.7819672,5.209575,37.959103
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/24fee780-a78e-47d7-a48f-604dadf295ce___RS_NLB 3498.JPG,northern_blight,plantvillage,1,0.0022511296,2.975651,5.741248,35.777145
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/253f721d-33bf-4c54-a267-277965e95257___RS_NLB 3633.JPG,northern_blight,plantvillage,1,0.0019622068,2.9923391,5.5716662,36.51037
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2542d6b3-83d2-4329-ae21-9cea6d9c6133___RS_NLB 0814.JPG,northern_blight,plantvillage,1,0.0021177758,2.6630466,5.3192277,40.367256
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/256309a9-91a3-4282-9531-0b7d20db013e___RS_NLB 4209.JPG,northern_blight,plantvillage,1,0.0028251465,2.851072,5.224707,43.465687
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/25d61835-1eda-4e54-b316-a0993c72f919___RS_NLB 3918.JPG,northern_blight,plantvillage,1,0.0030352636,2.9223912,5.303707,41.760414
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2646db6b-dba9-4de7-b569-adbc96d3f127___RS_NLB 4269 copy.jpg,northern_blight,plantvillage,1,0.0017054668,2.724065,4.7121487,32.612953
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/267d9755-8549-46d6-b6f2-270b70ebe5f9___RS_NLB 4059 copy 2.jpg,northern_blight,plantvillage,1,0.0016316252,2.8367426,5.0462346,36.42024
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/27904b34-8f94-4646-8bb8-f2734c53cb1e___RS_NLB 3789.JPG,northern_blight,plantvillage,1,0.0029173435,2.927337,5.507508,40.60072
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/27aa7fa8-c66c-45b6-a57d-96a14e05af99___RS_NLB 3564.JPG,northern_blight,plantvillage,1,0.0034348727,3.2170496,5.9809346,36.22876
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/27fcbe5e-c444-4516-b936-c95871a2e2c4___RS_NLB 3533 copy 2.jpg,northern_blight,plantvillage,1,0.0027643028,3.014543,5.792285,37.33431
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/281807e5-a1db-4bff-88f9-dbb7535a1b53___RS_NLB 4177.JPG,northern_blight,plantvillage,1,0.0017498335,2.7961488,5.252277,35.860443
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/282df623-9898-4233-913c-ce9e88613cf7___RS_NLB 4015.JPG,northern_blight,plantvillage,1,0.002128431,2.812684,5.1668215,38.70159
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/28b85992-4e5f-4330-aea3-94c6fb9ed845___RS_NLB 3701.JPG,northern_blight,plantvillage,1,0.0024584478,3.123564,6.0839586,45.56022
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/290ebdd9-0ba3-4ffc-a254-bbd5004d315b___RS_NLB 3655.JPG,northern_blight,plantvillage,1,0.002146533,2.9674783,5.4730906,37.21248
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/29450131-41f6-4bd4-92c7-c4973ae445da___RS_NLB 3787 copy 2.jpg,northern_blight,plantvillage,1,0.0030206274,3.0561965,5.852621,42.107944
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/297448cd-10e7-4f57-bb1c-ae02d6134565___RS_NLB 3849.JPG,northern_blight,plantvillage,1,0.002000315,2.9043696,5.549959,35.871483
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2992f778-be2a-49f0-8319-0a82c7422d0a___RS_NLB 3775.JPG,northern_blight,plantvillage,1,0.00394544,3.1265132,5.840507,42.329773
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/29955528-2271-4b76-9ca9-99a48405f40e___RS_NLB 3603.JPG,northern_blight,plantvillage,1,0.002189484,3.0117853,5.9012785,36.97668
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/29d09796-3790-450a-97cc-ba6db0cf368f___RS_NLB 3487.JPG,northern_blight,plantvillage,1,0.002166317,2.9561722,5.566881,34.914047
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/29f7602f-8243-4415-912d-425b21963f56___RS_NLB 4668.JPG,northern_blight,plantvillage,1,0.0023983673,2.9312844,5.2904625,37.950455
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2a1f3a15-26be-4a24-b62e-e47626e462ef___RS_NLB 4203.JPG,northern_blight,plantvillage,1,0.0019322739,2.8642054,5.6299214,39.078983
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2a4b3fe0-6858-459b-b620-cd01d0cd6333___RS_NLB 4273 copy 2.jpg,northern_blight,plantvillage,1,0.0021880323,2.8644197,5.115662,37.841827
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2a5c2a7a-c078-43ce-b50b-8a4f33049415___RS_NLB 3474.JPG,northern_blight,plantvillage,1,0.0019005127,2.8183384,5.3500214,37.461243
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2a5d32e1-5b7f-4fc0-8078-87fd4de96375___RS_NLB 0794.JPG,northern_blight,plantvillage,1,0.0016170846,2.7450848,5.2759795,32.41029
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2a877980-8d25-4dbf-8b84-458094529054___RS_NLB 3970 copy 2.jpg,northern_blight,plantvillage,1,0.0021634179,3.038376,5.570437,40.81331
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2afe409f-5bae-46f0-bcec-9eeb69ecd12c___RS_NLB 0812.JPG,northern_blight,plantvillage,1,0.0016754124,2.8679097,5.475666,33.63193
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2afecd32-d0a3-44d2-b7fb-daa25989701a___RS_NLB 3524.JPG,northern_blight,plantvillage,1,0.0021094882,2.9268255,5.208491,33.277443
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2b13f4ca-099f-46c1-8c5f-381d025127cb___RS_NLB 4240.JPG,northern_blight,plantvillage,1,0.0029857946,2.9270244,5.650027,46.054207
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2b2f19f2-757c-47a0-a519-4cec0095a840___RS_NLB 3708.JPG,northern_blight,plantvillage,1,0.0022028834,3.020747,5.5903635,34.95773
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2b7de414-15f7-44ef-aef3-12e75819ac31___RS_NLB 4188.JPG,northern_blight,plantvillage,1,0.0015977261,2.793284,5.065385,34.263657
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2bad1ec2-1bd5-431c-919d-31247d9f32e2___RS_NLB 4180.JPG,northern_blight,plantvillage,1,0.003124693,2.8639436,5.546834,44.420364
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2c2dd54a-38b2-4b9b-833a-52c5ed1ccede___RS_NLB 4050.JPG,northern_blight,plantvillage,1,0.0013331913,2.731578,4.9908204,33.822254
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2c827454-4902-4ff2-9237-687281600a19___RS_NLB 3736.JPG,northern_blight,plantvillage,1,0.002297486,2.8174982,5.2054935,37.134872
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2e1013a9-88bb-494f-9ed5-7e8e79f9a7ca___RS_NLB 3606 copy.jpg,northern_blight,plantvillage,1,0.0025166557,2.9970353,5.4826994,35.372158
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2e594c45-c4c7-43b1-ab19-100945e7a2a7___RS_NLB 4020 copy 3.jpg,northern_blight,plantvillage,1,0.001523794,2.6830857,4.5801315,34.39831
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2e72b3e0-8e8e-471e-9ece-5157e2ef2f22___RS_NLB 3654.JPG,northern_blight,plantvillage,1,0.003278715,2.9318736,5.7263107,40.603207
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2ea20efb-b8d6-4ff9-8e72-418fd4a239f0___RS_NLB 4022.JPG,northern_blight,plantvillage,1,0.0027161126,2.9359589,5.3627853,42.872025
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2f266f09-ce50-4cc6-b2e5-5846e3595bd4___RS_NLB 0760.JPG,northern_blight,plantvillage,1,0.0017733173,2.729936,5.0272813,32.833755
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2f712faf-6cc2-45b8-8dc3-fb81df57a428___RS_NLB 4173.JPG,northern_blight,plantvillage,1,0.0030019942,3.0414302,5.760846,41.39708
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2f80ba76-4fdc-41cd-9b6d-4b1255a29b83___RS_NLB 3687.JPG,northern_blight,plantvillage,1,0.002640655,3.0702062,5.4966764,35.70604
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2f91a397-315c-45bb-9d88-3d1389c82d98___RS_NLB 3508.JPG,northern_blight,plantvillage,1,0.0021039278,2.6729698,5.140597,36.589043
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2f9acce2-8616-4cd3-8aac-b57cd9a03084___RS_NLB 4228 copy 2.jpg,northern_blight,plantvillage,1,0.003534779,2.9170918,5.3598065,42.577057
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2fbb25c1-446d-4d0e-9a01-646bbcecd416___RS_NLB 3856.JPG,northern_blight,plantvillage,1,0.0024037785,2.9436102,5.3438096,39.5951
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2fd737f7-bba3-4df7-8bd9-8c1d78b96bf3___RS_NLB 4127.JPG,northern_blight,plantvillage,1,0.002245179,2.7627232,4.884209,39.076424
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/2fe2160f-0dad-4387-8f68-ff7a0ed18c49___RS_NLB 4161.JPG,northern_blight,plantvillage,1,0.0024733949,2.852605,5.4853415,35.398434
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/30749f41-c345-4c08-b3a8-12bd37d492e1___RS_NLB 3738.JPG,northern_blight,plantvillage,1,0.0027816426,3.0914621,5.9173694,38.693306
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/30f2767e-d618-41c6-ae4f-d7ddf806318b___RS_NLB 4068.JPG,northern_blight,plantvillage,1,0.002218997,2.7731497,5.237885,37.895615
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/30f5e05c-9d93-47d1-b3b4-9358de08d63f___RS_NLB 3863.JPG,northern_blight,plantvillage,1,0.0027159895,2.9364655,5.5613475,42.02897
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/3103f262-0222-41f6-9ce3-8f18e8aa855c___RS_NLB 4243.JPG,northern_blight,plantvillage,1,0.0020248657,2.8409395,5.548691,36.47474
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/31104df7-10fe-4dea-a3fe-2c65ecbf2b1f___RS_NLB 3991.JPG,northern_blight,plantvillage,1,0.0043313107,3.0776503,6.218522,43.094772
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/311621c2-ce96-4e4d-ae49-b303619e1f9f___RS_NLB 3632.JPG,northern_blight,plantvillage,1,0.0021012065,3.0610473,5.5473557,37.89158
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/3138c754-7a79-4d77-8556-edbbf78184d4___RS_NLB 4084.JPG,northern_blight,plantvillage,1,0.001866526,2.74298,4.956977,36.757137
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/3146b6fc-7fe8-4b26-bc9f-faf642acc8b5___RS_NLB 3829.JPG,northern_blight,plantvillage,1,0.0027588343,2.948812,5.660152,38.370068
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/3146c9fd-b7eb-4e06-b063-6d9de01a645f___RS_NLB 4222.JPG,northern_blight,plantvillage,1,0.0023830337,3.0308654,5.5644884,38.222942
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/315d38b6-f633-4d3f-b85f-69fc6999daa8___RS_NLB 4212.JPG,northern_blight,plantvillage,1,0.0020954306,2.8769057,5.4847,36.578323
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/3164b99c-5a51-4a73-8716-8e2f6548bf8b___RS_NLB 3541.JPG,northern_blight,plantvillage,1,0.0016604234,2.8341537,5.0514174,31.618158
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/31a49b40-0f0a-496d-a3bc-cf566bbbe845___RS_NLB 3568.JPG,northern_blight,plantvillage,1,0.0020474184,2.9954534,5.2235737,33.32105
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/31a6d935-89b5-4feb-8fc6-44300ab3639e___RS_NLB 3640.JPG,northern_blight,plantvillage,1,0.0025722652,2.9227257,5.1325126,38.7127
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/320dcbe6-2ac8-47bb-a5ac-06c966674732___RS_NLB 4281.JPG,northern_blight,plantvillage,1,0.002343908,2.880251,5.586577,43.02054
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/3276b41a-3a52-4c98-9e4e-66eb6be6a432___RS_NLB 3884.JPG,northern_blight,plantvillage,1,0.003283842,2.9712274,5.6715207,40.832634
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/32a99994-e15d-460c-818c-4b02afa5c880___RS_NLB 4179.JPG,northern_blight,plantvillage,1,0.003407127,2.976055,5.8793273,43.755753
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/33a7194b-aa45-492e-bb6e-52f4cbcbc7cc___RS_NLB 3483.JPG,northern_blight,plantvillage,1,0.0030715,3.0628312,5.9868083,40.07366
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/33e8b3c6-b103-48a4-b18a-79f5f9714404___RS_NLB 4029.JPG,northern_blight,plantvillage,1,0.0020456584,2.9164145,5.40554,37.788383
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/33f7df2b-c637-49f5-9c1d-7e0356471425___RS_NLB 3777.JPG,northern_blight,plantvillage,1,0.0038041752,3.088841,6.044239,44.251453
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/34044e49-72de-456b-8a9f-668a89f9d3cf___RS_NLB 3905.JPG,northern_blight,plantvillage,1,0.002562928,2.895202,5.699229,43.006428
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/3428ab03-a782-43d1-8d21-8f3405666867___RS_NLB 3916.JPG,northern_blight,plantvillage,1,0.0031343177,2.9414382,5.612575,45.640465
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/343bc1c5-f48d-4594-ad8c-c7e32a648723___RS_NLB 3906.JPG,northern_blight,plantvillage,1,0.002324963,2.8730216,5.259119,44.560043
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/34ae03ee-4314-47b1-a568-f3537bc2afba___RS_NLB 3672.JPG,northern_blight,plantvillage,1,0.003749143,3.1645265,6.2926188,39.80989
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/34affa73-9797-4d0e-9cd6-916f8a6c3df3___RS_NLB 3521.JPG,northern_blight,plantvillage,1,0.0012552829,2.8702915,5.357707,33.073868
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/34c5e998-0704-44f3-9427-f49687dab175___RS_NLB  4508 copy 2.jpg,northern_blight,plantvillage,1,0.0024166596,3.0384004,5.564316,40.10115
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/34e1850b-628c-46eb-b8b0-9618025b1f84___RS_NLB 3729.JPG,northern_blight,plantvillage,1,0.0019286063,2.7418828,4.6856894,37.16623
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/3513a96e-7db5-4a2b-9dd8-79847c92e75b___RS_NLB 4045 copy 2.jpg,northern_blight,plantvillage,1,0.0018004081,2.6729567,4.8450503,35.4164
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/35aaee78-3936-4cf4-87cd-5fd74a1d031b___RS_NLB 3889.JPG,northern_blight,plantvillage,1,0.0028804722,3.085263,5.6070395,39.06346
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/361f06a6-6dbc-4ea0-b954-c3a1e6b9b481___RS_NLB 3653.JPG,northern_blight,plantvillage,1,0.0033470567,3.0138247,6.0636196,43.1347
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/369b969a-f820-40ec-a43c-7500df90e6d1___RS_NLB 3615.JPG,northern_blight,plantvillage,1,0.0031904308,3.1437755,6.0230436,38.733994
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/36c5fd81-d688-4013-8635-19d0fd14eeb9___RS_NLB 4666.JPG,northern_blight,plantvillage,1,0.0023410837,2.908829,5.521458,43.004463
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/36f36ace-ecdb-49af-b1ec-a29d8b0ae918___RS_NLB 3836 copy.jpg,northern_blight,plantvillage,1,0.0023838568,2.7818465,5.1303043,39.272034
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/376463e7-2d06-4f1c-a89d-48f2210031ed___RS_NLB 3971.JPG,northern_blight,plantvillage,1,0.0030505876,3.0111942,5.855473,37.908264
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/37665d4b-1063-4929-b9e1-88fb5439cdfb___RS_NLB 0765.JPG,northern_blight,plantvillage,1,0.0023065973,2.954817,5.419477,38.32944
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/37da66ff-ddaf-4848-a9df-f48bd43da831___RS_NLB 4214.JPG,northern_blight,plantvillage,1,0.0014113551,2.6966171,4.869184,34.15808
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/37ebdf5b-d6db-4a9b-a5b2-1f16eb266f92___RS_NLB 4060.JPG,northern_blight,plantvillage,1,0.0016890168,2.8488774,5.149012,36.149406
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/381bb492-a362-4423-8e51-f59050a82d83___RS_NLB 3981.JPG,northern_blight,plantvillage,1,0.0019668874,2.9351482,5.861607,36.121853
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/38b794a9-d3c7-4861-9cff-4465ed936f48___RS_NLB 3948.JPG,northern_blight,plantvillage,1,0.0027051296,3.010239,5.7979727,40.488434
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/38ee65f9-32f9-49e7-83f8-277ad34fff0d___RS_NLB 4090.JPG,northern_blight,plantvillage,1,0.0022988613,3.0554242,5.5119944,40.32109
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/39204770-c7aa-4ca0-bd41-2acd39cb699b___RS_NLB 3712.JPG,northern_blight,plantvillage,1,0.0014171288,2.8557253,5.429843,32.598587
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/3949d36a-42a7-4d40-a096-0b7d32698b04___RS_NLB 3502.JPG,northern_blight,plantvillage,1,0.0020430926,2.704547,4.7834787,37.06609
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/3966eebb-e814-4cc8-90c8-2f91fa5d5ba9___RS_NLB 3897.JPG,northern_blight,plantvillage,1,0.0039541395,3.0623748,5.823088,36.351303
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/398fe3cf-ca89-421f-ad3e-b16c720835c3___RS_NLB 3723.JPG,northern_blight,plantvillage,1,0.0011968015,2.67841,5.059161,31.296762
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/39adac5b-ad7c-4ebd-b1de-a583229cc845___RS_NLB 4244.JPG,northern_blight,plantvillage,1,0.0016711814,2.940695,5.5387897,33.809517
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/39bbce49-e9e0-463b-8c87-a3c0b1204050___RS_NLB 4011.JPG,northern_blight,plantvillage,1,0.0017115136,2.88762,5.7593493,35.46124
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/39d7cc50-1271-4196-8a7b-ac11b470fe1f___RS_NLB 4163.JPG,northern_blight,plantvillage,1,0.0022815894,2.9792442,5.469043,41.931297
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/39facd4b-a088-4d14-8261-5e54beabc108___RS_NLB 4201.JPG,northern_blight,plantvillage,1,0.0025476338,2.8711655,5.854731,41.701332
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/3a0c570b-dfd1-4681-97be-658151e7279f___RS_NLB 4099.JPG,northern_blight,plantvillage,1,0.0016750604,2.6857135,5.0429635,34.101627
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/3a29a411-e364-4a88-8c32-14051876ec60___RS_NLB 3713.JPG,northern_blight,plantvillage,1,0.0015091583,2.7635427,4.7795773,31.408659
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/3b8446bd-30df-4ff8-87e3-bcddae3b4e7a___RS_NLB 4108.JPG,northern_blight,plantvillage,1,0.0014986633,2.69299,5.029536,34.192978
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/3b98ec11-30cb-47c0-89c0-05677d9f0b9d___RS_NLB 3877.JPG,northern_blight,plantvillage,1,0.0027579654,2.9938579,5.9280906,42.7352
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/3c423b70-c265-47ab-9aad-9f5235ccd343___RS_NLB 3819.JPG,northern_blight,plantvillage,1,0.003319507,2.8951478,6.0317645,45.025623
